,Name,Actual_Postion,Predicted_Postion
887,S. Mignolet,GK,GK
888,H. Moreno,CB,CB
889,J. Tomkins,CB,CB
890,F. Caicedo,CF,ST
891,V. Birsa,CAM,CAM
892,D. Mbokani,ST,ST
893,C. Zapata,CB,CB
894,J. Hernández,ST,ST
895,P. Diop,CDM,CDM
896,M. Sulejmani,LM,LM
897,D. Da Silva,CB,CB
898,Marcelo,CB,CB
899,Guilherme,GK,GK
900,S. Jovetić,ST,ST
901,M. Cáceres,CB,CB
902,J. Holebas,LB,LB
903,N. Amrabat,RM,LM
904,T. Deeney,ST,ST
905,L. Fejsa,CDM,CB
906,D. Schwaab,CB,CB
907,O. Karnezis,GK,GK
908,N. Petersen,ST,ST
909,P. Piatti,LM,RM
910,S. Wagner,ST,ST
911,Bruno,CM,CDM
912,Adrien Silva,CM,CDM
913,Mikel San José,CM,CDM
914,D. Welbeck,ST,ST
915,R. Zieler,GK,GK
916,A. Barnes,ST,ST
917,A. Dzyuba,ST,ST
918,C. Grenier,CM,CAM
919,Camacho,CDM,CB
920,Rafael Carioca,CDM,CDM
921,Alan Carvalho,ST,ST
922,R. Boudebouz,CAM,CAM
923,A. Mehmedi,CF,ST
924,Daniel Carriço,CB,CB
925,S. Rudy,CDM,CDM
926,Souza,CDM,CDM
927,B. Hübner,CB,CB
928,Iborra,CM,CDM
929,J. Baumgartlinger,CDM,CDM
930,Rafael,RB,LB
931,B. Mee,CB,CB
932,De Marcos,RB,LB
933,M. Hitz,GK,GK
934,N. Clyne,RB,RB
935,B. André,CM,CDM
936,M. Antonio,RM,LM
937,P. Groß,CM,CAM
938,J. Guðmundsson,RM,LM
939,D. Ginczek,ST,ST
940,S. Cook,CB,CB
941,Jaume Costa,LB,LB
942,R. Soriano,CAM,LM
943,G. Medel,CDM,CDM
944,D. Didavi,CAM,LM
945,Hugo Mallo,RB,LB
946,A. Townsend,RM,LM
947,T. Cairney,CAM,CAM
948,A. Finnbogason,ST,ST
949,N. Lodeiro,CAM,CAM
950,G. Krychowiak,CDM,CDM
951,B. Stambouli,CB,CDM
952,K. Malcuit,RB,RB
953,Nolito,LM,LM
954,S. Rode,CDM,CDM
955,A. Marchesín,GK,GK
956,G. Ramírez,CAM,CAM
957,M. Rojo,CB,CB
958,Naldo,CB,CB
959,J. Gouweleeuw,CB,CB
960,G. Defrel,ST,RW
961,Álvaro,CB,CB
962,A. Carrillo,RM,LM
963,S. García,ST,ST
964,Djaniny,ST,ST
965,Z. Feddal,CB,CB
966,L. Pavoletti,ST,ST
967,R. Olsen,GK,GK
968,G. Pizarro,CDM,CDM
969,M. de Roon,CM,CDM
970,H. Sakai,RB,LB
971,G. Kanga,CAM,CAM
972,F. Fabra,LB,RB
973,G. Cano,ST,ST
974,C. Izquierdoz,CB,CB
975,A. Donatti,CB,CB
976,I. Fernández,CM,CAM
977,N. Domínguez,CDM,CDM
978,Marcelo Goiano,RB,RB
979,J. Seri,CM,CM
980,R. Battaglia,CM,CDM
981,G. Arias,GK,GK
982,O. Al Soma,ST,ST
983,M. Campaña,GK,GK
984,Ronaldo Esler,LB,RB
985,Claudio Coíntra,CAM,CAM
986,Everticinho,RB,LB
987,Sidney Pessinho,CDM,CB
988,Júnior Moraes,ST,ST
989,E. Guichón,LB,RB
990,G. Quintana,RB,RB
991,F. Contedo,CAM,CAM
992,D. Upamecano,CB,CB
993,E. Audero,GK,GK
994,D. Calabria,RB,LB
995,E. Palacios,CM,LM
996,M. Grujić,CDM,CDM
997,P. Cutrone,ST,ST
998,D. Brooks,RM,CAM
999,M. Vargas,LW,LM
1000,Brais Méndez,RM,CAM
1001,Luiz Felipe,CB,CB
1002,Y. Atal,RB,RB
1003,J. Grealish,CAM,CAM
1004,A. Miranchuk,CAM,CAM
1005,Jorge Meré,CB,CB
1006,N. Mukiele,CB,CB
1007,C. Nkunku,CM,CDM
1008,Wendel,CM,CDM
1009,F. Valverde,CM,CDM
1010,L. Martínez,CB,CDM
1011,N. Vlašić,CAM,CAM
1012,Reguilón,LB,RB
1013,Renan Lodi,LB,LB
1014,G. Simeone,ST,ST
1015,A. Sanabria,ST,ST
1016,R. Borré,ST,ST
1017,E. Ünal,ST,ST
1018,M. Pašalić,CM,CDM
1019,P. Bernardoni,GK,GK
1020,L. Cook,CM,CDM
1021,E. Boateng,ST,ST
1022,N. Nández,CM,CDM
1023,J. Mæhle,RB,RB
1024,N. Mazraoui,RB,RB
1025,F. Bustos,RB,RB
1026,A. Barák,CM,CAM
1027,M. Rojas,CM,CAM
1028,S. McTominay,CDM,CDM
1029,Galeno,LW,LW
1030,Chiquinho,CAM,CAM
1031,K. Mbabu,RB,LB
1032,P. Sisto,LW,LM
1033,J. Bednarek,CB,CB
1034,D. Calvert-Lewin,ST,ST
1035,O. Duda,CAM,CAM
1036,M. Lopez,CM,CAM
1037,Vallejo,CB,CB
1038,K. Laimer,CM,CDM
1039,Borja Mayoral,ST,ST
1040,Córdoba,LW,LM
1041,P. Rosario,CDM,CDM
1042,W. Hughes,RM,CM
1043,M. Weiser,RB,RB
1044,Andreas Pereira,CM,CAM
1045,Emerson,LB,LB
1046,M. Benassi,CM,CM
1047,A. Djiku,CB,CB
1048,Diego Llorente,CB,CB
1049,W. Cyprien,CM,CDM
1050,F. Acheampong,ST,LM
1051,N. Bentaleb,CM,CM
1052,P. Højbjerg,CM,CDM
1053,L. Miranda,CM,CDM
1054,A. Petagna,ST,ST
1055,K. Tete,RB,CB
1056,G. Escalante,CDM,CDM
1057,Alex Berenguer,LM,RM
1058,O. Colley,CB,CB
1059,S. Sensi,CM,CDM
1060,M. Gaćinović,CAM,LM
1061,M. Diakhaby,CB,CB
1062,M. Arambarri,CDM,CDM
1063,R. Marin,CM,CAM
1064,M. Niang,ST,ST
1065,O. Selnæs,CDM,CDM
1066,R. Pizarro,CAM,LM
1067,C. Salcedo,CB,CB
1068,B. Fernández,ST,ST
1069,R. Bensebaini,LB,RB
1070,Aritz Elustondo,CB,CB
1071,G. Pereiro,CAM,CAM
1072,Cláudio Ramos,GK,GK
1073,N. Redmond,LM,LM
1074,T. Koubek,GK,GK
1075,L. Ocampos,LM,ST
1076,J. Lukaku,LM,RB
1077,K. Ayhan,CB,CB
1078,S. Boufal,LM,CAM
1079,P. Max,LB,LB
1080,B. Mechele,CB,CB
1081,Y. Gerhardt,CM,CDM
1082,B. Bourigeaud,LM,CAM
1083,I. Bebou,RW,RM
1084,Wendell,LB,LB
1085,Pedro Henrique,CB,CB
1086,A. Schöpf,RM,LM
1087,D. Kuzyaev,CM,CDM
1088,G. Rodríguez,CDM,CB
1089,C. Domínguez,LM,CAM
1090,E. Mendy,GK,GK
1091,C. Luyindama,CB,CB
1092,S. Aziz,CB,CB
1093,O. Özyakup,CM,CM
1094,M. Bizot,GK,GK
1095,C. Piccini,RB,LB
1096,C. Coady,CB,CDM
1097,R. Knoche,CB,CB
1098,L. Bittencourt,CAM,LM
1099,B. Reynet,GK,GK
1100,K. Stöger,CAM,CAM
1101,Sergio Rico,GK,GK
1102,Paulinho,ST,ST
1103,S. Lainer,RB,RB
1104,Trezeguet,LW,LM
1105,P. Lees-Melou,CM,LM
1106,J. Shelvey,CM,CM
1107,C. Wood,ST,ST
1108,M. Plattenhardt,LB,LB
1109,D. Pröpper,CM,CM
1110,N. Gudelj,CDM,CDM
1111,Renan Ribeiro,GK,GK
1112,Juanmi,LW,ST
1113,R. Funes Mori,CB,CB
1114,M. van Ginkel,CM,CM
1115,Pedro Obiang,CDM,CDM
1116,Bruno,CB,CB
1117,D. Sidibé,RB,LB
1118,Pablo,CB,CB
1119,L. Kurzawa,LB,LB
1120,N. Füllkrug,ST,ST
1121,A. Younes,LM,CAM
1122,M. De Sciglio,RB,RB
1123,Rubén Sobrino,ST,ST
1124,Y. Bounou,GK,GK
1125,R. Centurión,LM,LM
1126,M. Elneny,CDM,CDM
1127,M. Meza,LW,LM
1128,K. Lasagna,ST,ST
1129,E. Akbaba,CAM,CAM
1130,A. Paschalakis,GK,GK
1131,P. Hrošovský,CM,CDM
1132,D. Baier,CDM,CDM
1133,Jô,ST,ST
1134,A. Pyatov,GK,GK
1135,Iván Ramis,CB,CB
1136,Iván Cuéllar,GK,GK
1137,K. Huntelaar,ST,ST
1138,J. Hart,GK,GK
1139,G. Clichy,LB,RB
1140,A. Young,RB,LB
1141,R. Civelli,CB,CB
1142,D. Cvitanich,ST,ST
1143,J. Farfán,RM,ST
1144,Gelson Fernandes,CDM,CDM
1145,Javi García,CDM,CDM
1146,V. Ibišević,ST,ST
1147,G. Pellè,ST,ST
1148,B. Wright-Phillips,ST,ST
1149,G. Cahill,CB,CB
1150,T. Walcott,RM,RM
1151,Danilo,CB,CB
1152,I. Scocco,ST,ST
1153,E. Elia,LM,LM
1154,L. Schøne,CM,CM
1155,G. Murray,ST,ST
1156,Z. Junuzović,CM,CM
1157,C. Bravo,GK,GK
1158,V. Odjidja-Ofoe,CM,CDM
1159,P. Wernbloom,CDM,CDM
1160,M. Berg,ST,ST
1161,R. Gurtner,GK,GK
1162,M. Schneiderlin,CDM,CDM
1163,Miguel Veloso,CM,CM
1164,M. Layún,RB,RB
1165,J. Lens,RM,LM
1166,Varela,CB,CB
1167,L. Rémy,ST,ST
1168,M. Suchý,CB,CB
1169,S. De Maio,CB,CB
1170,P. Aguilar,CB,CB
1171,G. Sio,ST,ST
1172,F. Delph,LB,CM
1173,N. Subotić,CB,CB
1174,Roberto,GK,GK
1175,M. Dossevi,RW,RM
1176,A. Ogbonna,CB,CB
1177,I. Traoré,RM,LM
1178,M. Carcela-González,CAM,LM
1179,R. Alessandrini,RM,LM
1180,Alan Kardec,ST,ST
1181,Maurício,CDM,CDM
1182,A. Poli,CM,CDM
1183,O. Ighalo,ST,ST
1184,D. Drinkwater,CM,CDM
1185,Claudemir,CDM,CDM
1186,Douglas,GK,GK
1187,A. Dzagoev,CM,CM
1188,M. Suárez,ST,ST
1189,D. Janmaat,RB,RB
1190,G. Bou,ST,ST
1191,A. Dragović,CB,CB
1192,A. Westwood,CM,CDM
1193,D. Latza,CM,CDM
1194,Victor Sánchez,CM,CDM
1195,T. Pukki,ST,ST
1196,J. Kucka,CM,CDM
1197,T. Rincón,CM,CDM
1198,Johnathan,ST,ST
1199,Y. Mallı,LM,CAM
1200,Carlos Eduardo,CAM,ST
1201,L. Rodríguez,ST,CAM
1202,C. Tosun,ST,ST
1203,G. Burgstaller,ST,ST
1204,Rômulo,RM,LB
1205,Y. El Arabi,ST,ST
1206,Fransérgio,CM,CDM
1207,J. Martin,CM,CDM
1208,P. Herrmann,RM,RM
1209,R. Funes Mori,ST,ST
1210,Tomás Pina,CM,CDM
1211,Sergio León,ST,ST
1212,Lucas Pérez,ST,ST
1213,André André,CM,CDM
1214,Wilson Eduardo,RW,ST
1215,P. Hernández,CM,CDM
1216,Arbilla,CB,CB
1217,M. Esser,GK,GK
1218,J. Forrest,RM,LM
1219,R. Saponara,CAM,CAM
1220,L. Tonelli,CB,CB
1221,E. Bičakčić,CB,CB
1222,A. Trebel,CM,CDM
1223,Luís Neto,CB,CB
1224,M. Pereyra,CM,CAM
1225,F. Fajr,CM,CDM
1226,L. Castro,CM,CM
1227,V. Chiricheș,CB,CB
1228,S. Ristovski,RB,RB
1229,E. Vargas,CAM,ST
1230,Marçal,LB,RB
1231,Roger,ST,ST
1232,T. Strobl,CDM,CB
1233,R. Saïss,CDM,CDM
1234,C. Vargas,GK,GK
1235,Nacho,LB,LB
1236,F. Ferreyra,ST,ST
1237,L. López,CB,CB
1238,M. Casco,LB,RB
1239,P. Pérez,CM,CDM
1240,M. Sportiello,GK,GK
1241,J. Palomino,CB,CB
1242,A. Marušić,RM,RB
1243,R. Ábila,ST,ST
1244,Sergi Guardiola,ST,ST
1245,Gazzolisco,LB,RB
1246,Vieirundinho,CB,CB
1247,Simão Acunha,CAM,CAM
1248,Formosandrinho,ST,ST
1249,L. Baezo,CDM,CDM
1250,A. Píriz,CAM,CAM
1251,S. Luna,RB,LB
1252,V. Castro,CDM,CDM
1253,J. Monsario,CB,CB
1254,P. Foden,CAM,CAM
1255,M. Kean,ST,ST
1256,Rodrygo,LW,ST
1257,A. Lunin,GK,GK
1258,Florentino,CDM,CDM
1259,A. Maier,CM,CDM
1260,R. Mandragora,CM,CDM
1261,K. Tierney,LB,LB
1262,G. Mancini,CB,CB
1263,A. Lookman,RM,LW
1264,T. Adams,CDM,CDM
1265,R. Orsolini,CAM,LM
1266,E. N'Dicka,CB,CB
1267,W. McKennie,CM,CDM
1268,A. Mac Allister,CAM,CAM
1269,J. Koundé,CB,CB
1270,Kangin Lee,CAM,CAM
1271,B. Embolo,ST,ST
1272,T. Castagne,LM,RB
1273,Edu Expósito,CM,CM
1274,T. Abraham,ST,ST
1275,D. Malen,ST,ST
1276,Aleñá,CM,CM
1277,A. Ndiaye,LM,LW
1278,Gedson Fernandes,CM,CDM
1279,F. Chalov,ST,ST
1280,I. Sangaré,CDM,CB
1281,F. Benković,CB,CB
1282,S. Chukwueze,RM,LW
1283,P. Gollini,GK,GK
1284,I. Pussetto,ST,ST
1285,M. Locatelli,CDM,CDM
1286,M. Çelik,RB,RB
1287,Álex Remiro,GK,GK
1288,K. Dolberg,ST,ST
1289,X. Schlager,CM,CM
1290,J. Brekalo,LW,LM
1291,I. Doumbia,CDM,CDM
1292,Z. Steffen,GK,GK
1293,M. Sarr,CB,CB
1294,E. Álvarez,CB,CB
1295,A. Danjuma Groeneveld,LM,LM
1296,M. Terrier,LW,CAM
1297,A. Haidara,CM,CM
1298,T. Koopmeiners,CDM,CDM
1299,I. Hayden,CDM,CDM
1300,Rubén Blanco,GK,GK
1301,K. Linetty,CM,CDM
1302,A. Gunn,GK,GK
1303,A. Živković,RM,CAM
1304,J. Augustin,ST,ST
1305,R. Holding,CB,CB
1306,W. Anton,CB,CB
1307,L. Blas,CM,LM
1308,A. Harit,CAM,CAM
1309,Zubeldia,CDM,CDM
1310,P. Schick,ST,ST
1311,A. Franco,CB,CB
1312,N. Milenković,CB,CB
1313,Unai Núñez,CB,CB
1314,B. Engels,CB,CB
1315,T. Bongonda,LM,LM
1316,T. Didillon,GK,GK
1317,D. Ćaleta-Car,CB,CB
1318,F. Guilbert,RB,LB
1319,Matheus Pereira,RM,LM
1320,Toni Villa,LM,CAM
1321,Eduardo Henrique,CM,CDM
1322,Y. Aït Bennasser,CM,CM
1323,S. Ascacíbar,CDM,CDM
1324,T. Hernández,LB,LB
1325,Y. En-Nesyri,ST,ST
1326,Y. Osorio,CB,CB
1327,D. Praet,CM,CM
1328,Y. Mvogo,GK,GK
1329,L. Augustinsson,LB,LB
1330,M. Cornet,RW,LM
1331,Gonçalo Paciência,ST,ST
1332,Rúben Semedo,CB,CB
1333,S. Gigot,CB,CB
1334,L. Waldschmidt,CF,ST
1335,I. Kahveci,CM,CAM
1336,Rubén Duarte,LB,LB
1337,Pedraza,LM,RM
1338,V. Guzmán,CM,CAM
1339,Palhinha,CDM,CB
1340,A. Barboza,CB,CB
1341,Xeka,CDM,CDM
1342,B. Raman,LM,ST
1343,S. Denswil,CB,CB
1344,M. Livaja,ST,ST
1345,Paulinho,CAM,CAM
1346,Matheus,GK,GK
1347,A. Rusnák,CAM,CAM
1348,J. Hendrix,CDM,CB
1349,M. Benítez,CAM,LM
1350,Wallace,CB,CB
1351,Camarasa,CM,CDM
1352,L. Acosta,CAM,CAM
1353,M. Nakamba,CDM,CDM
1354,F. Kamano,LW,LM
1355,D. Reyes,CB,CB
1356,N. Araújo,CB,CB
1357,Aitor,GK,GK
1358,A. Maher,CM,CM
1359,R. Morrison,CAM,CAM
1360,M. Elyounoussi,LM,LM
1361,J. Locadia,ST,ST
1362,C. Taylor,LB,LB
1363,S. Kverkvelia,CB,CB
1364,J. Córdoba,ST,ST
1365,Fernandinho,CAM,LM
1366,Pere Pons,CM,CDM
1367,R. Khedira,CB,CB
1368,D. Kohr,CDM,CDM
1369,A. Masuaku,LB,LB
1370,D. Yedlin,RWB,RB
1371,F. Di Francesco,LW,LM
1372,A. Aguerre,GK,GK
1373,G. Herrera,GK,GK
1374,A. Blake,GK,GK
1375,Otávio,CDM,CDM
1376,F. Cervi,LM,LM
1377,A. Briançon,CB,CB
1378,R. Gosens,LM,RB
1379,Bustinza,CB,CB
1380,F. Andone,ST,ST
1381,Dalbert,LB,RB
1382,Caio,LM,LM
1383,Pablo Santos,CB,CB
1384,V. Coufal,RB,LB
1385,L. Skorupski,GK,GK
1386,A. Hansen,GK,GK
1387,E. Mangala,CB,CB
1388,Oriol Romeu,CDM,CDM
1389,L. Unnerstall,GK,GK
1390,D. Heintz,CB,CB
1391,A. Thomasson,CM,CAM
1392,C. McGregor,CDM,CM
1393,S. Widmer,RB,LB
1394,Jaume,GK,GK
1395,M. Jørgensen,CB,CB
1396,A. McCarthy,GK,GK
1397,T. Kolodziejczak,CB,CB
1398,L. Chichizola,GK,GK
1399,E. Cardona,CAM,CAM
1400,P. Jansson,CB,CB
1401,D. Ings,ST,ST
1402,M. Gabbiadini,ST,ST
1403,H. Tekin,GK,GK
1404,J. Guidetti,ST,ST
1405,A. Wakaso,CDM,CDM
1406,Cédric,RB,RB
1407,F. Klaus,RW,RM
1408,O. Onazi,CDM,CDM
1409,T. Monconduit,CDM,CDM
1410,J. Campbell,ST,RM
1411,Alberto Moreno,LB,RB
1412,V. Claesson,CAM,CAM
1413,Guilherme,CDM,CDM
1414,Paulo Oliveira,CB,CB
1415,Luiz Phellype,ST,ST
1416,Ricardo Esgaio,RB,LB
1417,D. Türüç,RM,CAM
1418,Y. Gómez Andrade,CB,CB
1419,G. Shibasaki,CAM,CDM
1420,R. Aliendro,CDM,CDM
1421,S. Proto,GK,GK
1422,J. Defoe,ST,ST
1423,P. Jagielka,CB,CB
1424,B. Schweinsteiger,CB,CM
1425,M. Topal,CDM,CDM
1426,H. Kaldırım,LB,LB
1427,A. Hutchinson,CDM,CB
1428,J. Briand,ST,ST
1429,Gomes,GK,GK
1430,B. Džemaili,CM,CM
1431,L. Ponzio,CDM,CDM
1432,R. Klavan,CB,CB
1433,J. Dátolo,CM,CAM
1434,A. Turan,LM,CAM
1435,S. Kırıntılı,GK,GK
1436,O. Wendt,LB,LB
1437,Soldado,ST,ST
1438,Diego Castro,CAM,LM
1439,M. Gómez,ST,ST
1440,M. Noble,CM,CDM
1441,J. Sand,ST,ST
1442,P. Skjelbred,CDM,CDM
1443,R. Palacio,ST,ST
1444,Y. Zhirkov,LB,LB
1445,M. Bradley,CDM,CDM
1446,R. Snodgrass,RM,CAM
1447,Markel Bergara,CDM,CDM
1448,A. Hunt,CAM,CAM
1449,Léo Matos,RB,RB
1450,S. Bolat,GK,GK
1451,A. Mierzejewski,CAM,CAM
1452,K. El Ahmadi,CDM,CDM
1453,J. Orozco,GK,GK
1454,S. Sessègnon,CAM,LM
1455,A. Diamanti,CAM,CAM
1456,D. Basta,RB,LB
1457,F. Higuaín,CAM,CAM
1458,Marcelo Grohe,GK,GK
1459,S. Bocchetti,CB,CB
1460,K. Vermeer,GK,GK
1461,J. Cork,CM,CDM
1462,J. Rodriguez,ST,ST
1463,G. dos Santos,CAM,LM
1464,J. McArthur,CM,CDM
1465,J. Maidana,CB,CB
1466,D. Zurutuza,CM,CDM
1467,S. Bamba,CB,CB
1468,Adrián,ST,ST
1469,J. Altidore,ST,ST
1470,W. Reid,CB,CB
1471,D. Chygrynskyi,CB,CB
1472,A. Ayew,RM,LM
1473,O. Toivonen,ST,ST
1474,Mossoró,CAM,CAM
1475,M. Fellaini,CM,CM
1476,F. Lustenberger,CB,CB
1477,F. Johnson,LM,RM
1478,Vieirinha,LB,LB
1479,J. De Guzmán,CM,CAM
1480,Fabricio,GK,GK
1481,D. Biseswar,CAM,LM
1482,T. Mangani,CM,CDM
1483,R. Donk,CDM,CDM
1484,Pablo Hernández,RM,CAM
1485,Ki Sung Yueng,CM,CAM
1486,C. Cathcart,CB,CB
1487,B. Dočkal,CAM,CAM
1488,A. Ekdal,CM,CDM
1489,D. Stephens,CM,CDM
1490,Beto,GK,GK
1491,B. Dzsudzsák,LM,LM
1492,R. Rosales,RB,LB
1493,M. Albrighton,RM,LM
1494,E. Choupo-Moting,ST,ST
1495,S. Terodde,ST,ST
1496,M. Moralez,CAM,CAM
1497,F. Roncaglia,CB,CB
1498,K. Papadopoulos,CB,CB
1499,M. Lang,RB,RB
1500,N. Sánchez,CB,CB
1501,A. Szalai,ST,ST
1502,I. Popov,CAM,CAM
1503,M. Stoch,LM,CAM
1504,P. van Aanholt,LB,RB
1505,F. Borini,LW,LW
1506,E. Hernández,RM,CAM
1507,T. Gebre Selassie,RB,RB
1508,I. Radovanović,CDM,CDM
1509,Kiko Olivas,CB,CB
1510,C. Kouyaté,CDM,CB
1511,O. El Kaddouri,CAM,CAM
1512,Rochina,CM,CAM
1513,L. Acosta,LW,RM
1514,Diogo Viana,RB,LB
1515,C. Villanueva,CAM,CAM
1516,M. Schmelzer,LB,LB
1517,Miguel Lopes,RB,RB
1518,E. Berisha,GK,GK
1519,Iturraspe,CM,CDM
1520,A. Cresswell,LB,LB
1521,T. Cleverley,CM,CM
1522,Kiko Femenía,RB,LB
1523,S. Zuber,CM,LB
1524,Rubén Pérez,CDM,CDM
1525,T. Jantschke,CB,CB
1526,S. Blanco,LM,CAM
1527,D. Quintero,CF,RM
1528,I. Brizuela,RM,RM
1529,K. Théophile-Catherine,CB,CB
1530,A. Smith,RB,LB
1531,Y. Ōsako,CF,ST
1532,S. Padt,GK,GK
1533,Júnior Caiçara,RB,LB
1534,M. Jajalo,CM,CDM
1535,R. Hamouma,RM,CAM
1536,A. Schürrle,LW,ST
1537,N. Viergever,CB,CB
1538,Portillo,RM,CAM
1539,H. Pérez,RM,LM
1540,A. Gray,ST,ST
1541,Montoya,RB,RB
1542,Adrián,GK,GK
1543,A. Mooy,CM,CDM
1544,D. Pabón,RW,LM
1545,J. Martínez,ST,ST
1546,G. Moreno,CAM,ST
1547,T. Gutiérrez,ST,ST
1548,Mexer,CB,CB
1549,Héldon,RM,LM
1550,D. Boyata,CB,CB
1551,M. Höger,CDM,CDM
1552,C. Ortíz,CDM,CDM
1553,Raúl Navas,CB,CB
1554,S. Taïder,CM,CM
1555,João Pedro,CF,CAM
1556,J. Clasie,CM,CDM
1557,R. Inglese,ST,ST
1558,N. Jørgensen,ST,ST
1559,C. Schindler,CB,CB
1560,Juan Jesus,CB,CB
1561,E. Gigliotti,ST,ST
1562,V. Darida,CM,CM
1563,R. Brady,LM,LM
1564,F. Fernández,CB,CB
1565,Aleix Vidal,RB,RB
1566,A. Knockaert,RW,LM
1567,J. Bořil,LB,RB
1568,S. Sanogo,CDM,CDM
1569,R. Ruidíaz,ST,ST
1570,R. Ibarra,RM,RM
1571,Toño García,LB,LB
1572,N. Sliti,LM,CAM
1573,D. Gayle,ST,ST
1574,D. Garmash,CM,CDM
1575,Y. Abdelhamid,CB,CB
1576,G. González,CB,CB
1577,D. Siovas,CB,CB
1578,E. Mena,LB,RB
1579,Garry Rodrigues,LM,RM
1580,A. Szymanowski,LM,LM
1581,R. Steffen,RW,LM
1582,O. Duarte,CB,CB
1583,M. Uribe,CM,CDM
1584,F. Mancuello,CAM,LM
1585,Sequeira,LB,LB
1586,J. Izquierdo,LW,LM
1587,Embarba,RM,CAM
1588,E. Valencia,ST,ST
1589,O. Romero,RM,CAM
1590,B. Ndiaye,CM,CDM
1591,A. Mena,RW,CAM
1592,M. Díaz,GK,GK
1593,Alexo Baia,RB,RB
1594,Juli Freitinho,CB,CB
1595,Eltildo Correia,CB,CB
1596,Emilio Piodão,CDM,CDM
1597,Fred Aníbão,GK,GK
1598,Nelsildo Reis,GK,GK
1599,Andeson Trigo,LB,LB
1600,Victildinho,RB,RB
1601,Davi Parrela,CB,CB
1602,David Seijalbo,CDM,CDM
1603,Dênildo Stein,ST,ST
1604,Rafael Cachoira,CB,CB
1605,D. Boyko,GK,GK
1606,Y. Kobayashi,ST,ST
1607,Davidson,LM,RM
1608,A. Nwakaeme,LM,LM
1609,G. Ichazo,CB,CB
1610,M. Fagundez,CDM,CDM
1611,A. Vera,ST,ST
1612,A. Zamorado,LM,CAM
1613,A. Aguilmera,CB,CB
1614,K. Berlaso,RB,RB
1615,S. Tonali,CDM,CDM
1616,I. Radu,GK,GK
1617,N. Domínguez,CM,CDM
1618,M. Mount,CAM,CAM
1619,R. Sessegnon,LM,LM
1620,M. Guendouzi,CM,CDM
1621,C. Stengs,RW,CAM
1622,J. Kluivert,LW,LW
1623,B. Kamara,CB,CDM
1624,L. Díaz,LM,RM
1625,Manu Vallejo,ST,ST
1626,Rafael Leão,ST,ST
1627,H. Wilson,RW,CAM
1628,A. Nübel,GK,GK
1629,J. Larsen,LM,RM
1630,D. Henderson,GK,GK
1631,Diogo Dalot,RB,LB
1632,H. Barnes,LW,LM
1633,P. Retsos,CB,CB
1634,K. Diatta,LW,LM
1635,Ferrán Torres,RM,RM
1636,Carlos Fernández,ST,ST
1637,A. Morelos,ST,ST
1638,O. Aina,LM,RB
1639,A. Maitland-Niles,RWB,RB
1640,J. Jankto,CM,CM
1641,L. Martínez Quarta,CB,CB
1642,Renato Sanches,CM,CM
1643,J. Lucumi,CB,CB
1644,A. Ounas,LM,CAM
1645,Y. Karamoh,RM,CAM
1646,F. Müller,GK,GK
1647,S. Kalu,RM,LM
1648,Bruno Tabata,RW,LM
1649,Cucurella,LM,LM
1650,Ivanildo Fernandes,CB,CB
1651,G. Tutino,CF,ST
1652,J. Bowen,RM,LM
1653,B. Henrichs,RB,RB
1654,A. Diawara,CM,CDM
1655,L. Dimata,ST,ST
1656,Luiz Araújo,LM,RM
1657,C. Kouamé,ST,ST
1658,Fran Beltrán,CDM,CDM
1659,E. Dennis,RW,RM
1660,Tiago Sá,GK,GK
1661,Jovane Cabral,LW,LM
1662,K. Omeruo,CB,CB
1663,R. Skov,RW,RM
1664,Kenedy,LM,LM
1665,T. Jedvaj,CB,CB
1666,S. Fofana,CM,CDM
1667,Y. Koné,LB,RB
1668,Anuar,CDM,CDM
1669,Thiago Maia,CDM,CDM
1670,Kaku,CAM,CAM
1671,A. Fulgini,RM,CDM
1672,M. Vlap,CAM,CAM
1673,T. Davies,CM,CM
1674,S. Serdar,CM,CDM
1675,G. Montiel,RB,RB
1676,D. Lukébakio,ST,LM
1677,R. Oudin,RM,ST
1678,G. Til,CAM,CM
1679,A. Elis,RM,ST
1680,J. Hernández,ST,ST
1681,M. Saracchi,LB,LB
1682,I. Šunjić,CDM,CDM
1683,M. Burda,CB,CB
1684,S. Schrijvers,CF,CAM
1685,M. Kempf,CB,CB
1686,T. Boyd,RM,ST
1687,N. Maupay,ST,ST
1688,K. Akpoguma,CB,CB
1689,W. Saïd,ST,ST
1690,M. Simon,LM,LM
1691,Sandro,ST,ST
1692,A. Grassi,CM,CDM
1693,E. Ponce,ST,ST
1694,G. Conti,CB,CB
1695,M. Veljković,CB,CB
1696,G. Donsah,CM,CDM
1697,Gabriel Boschilia,CAM,CAM
1698,Marcos Guilherme,RM,RM
1699,K. Phillips,CDM,CDM
1700,M. Holgate,RB,CB
1701,V. Koziello,CM,CM
1702,E. Velázquez,CB,CB
1703,M. Niakhaté,CB,CB
1704,D. Barbona,RM,RM
1705,Melero,CDM,CDM
1706,M. Thuram,LM,ST
1707,M. Jensen,CM,CM
1708,F. Sacko,RB,RB
1709,F. Krovinović,CAM,CAM
1710,K. Amian,RB,RB
1711,J. Gnagnon,CB,CB
1712,F. Uduokhai,CB,CB
1713,G. Konan,LB,RB
1714,E. Cabaco,CB,CB
1715,Y. Bissouma,CM,CDM
1716,Alfa Semedo,CDM,CDM
